Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
"Adwind Software, a. s.",https://www.crunchbase.com/organization/adwind-software-a-s,,"Advertising, Cloud Computing, Computer, Social Media, Social Media Marketing, Software",https://adwind.cz,"Prague, Hlavni mesto Praha, Czech Republic","Adwind Software, a. s. develops a modern, cloud-based software for processing media research and advertisement monitoring data.","2,031,369",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,1-10,,,,,,
Din It Partner,https://www.crunchbase.com/organization/din-it-partner,,"Cloud Computing, Hardware, Software",https://dinitpartner.no/,"Eidsvoll, Akershus, Norway","Din It Partner focuses on consulting, cloud, software, hardware, backup and IT services.","2,050,871",,,,,,,,,,,,,"Nordic Countries, Scandinavia",Active,2014-01-01,day,,1-10,,,,,,
Linsight,https://www.crunchbase.com/organization/linsight,,"Cloud Computing, IT Management, Software",https://www.linsight.com/,"Molde, More og Romsdal, Norway","Linsight is an IT company that offers data, communication cloud and software services.","2,048,419",,,,,,,,,,,,,"Nordic Countries, Scandinavia",Closed,2013-01-01,day,,1-10,,,,,,
Kayman Solutions,https://www.crunchbase.com/organization/kayman-solutions,"Kayman Solutions is a specialist IT recruitment agency based in Reading UK.  We differ from other recruitment agencies, whether you are thinking about your next position, or need an effective solution to your resourcing requirements. Working alongside permanent and temporary candidates from all over the world, Kayman Solutions specialises in uniting top talented candidates with leading technical institutions. Kayman Solutions are proud to be part of a network of recruitment experts who have recently been awarded innovation of the year. We offer a number of tailored services just for your organisations specialising in finding candidates in all industries. Our market specialization policy is complimented by the fact that Kayman Solutions only employ experienced Recruitment Consultants or consultants that have come from a technical background themselves. This approach ensures that we are able to very accurately assess the right candidates for the right jobs and vice versa to make sure a lasting impression is made when we successfully place a candidate in a new position.","Big Data, Cloud Computing, Consulting, Database, Human Resources, Information Technology",http://www.kaymansolutions.com,"Reading, Reading, United Kingdom",Kaymansolutions.com's domain statistics have been assessed with data provided by cloud computing providers.,"2,055,108",,,,,,,,,,,,,,Active,2012-05-09,day,,1-10,,,,,,
Inservery,https://www.crunchbase.com/organization/inservery,Inservery is a cloud POS system designed to open new perspectives for restaurant business. We use edge technologies to provide a platform and API that everybody looked for.  No  need in expensive hardware and long-term investment. It's simple and powerful.,"Cloud Computing, Internet, Restaurants",http://www.inservery.com/,"Kharkiv, Sums'ka Oblast', Ukraine",Peter and Paul Fortress restaurant business.,"2,056,249",,,,,,,,,,,,,,Active,2013-01-01,year,,1-10,,,,,,
IT voor de zaak,https://www.crunchbase.com/organization/it-voor-de-zaak,,"Cloud Computing, Information Technology, Outsourcing, Software",http://www.itvoordezaak.nl,"Groesbeek, Gelderland, The Netherlands","IT voor de zaak offers software, hardware, printing, telephony, web design, cloud solutions and outsourcing for IT management in business.","2,056,678",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,day,,1-10,,,,,,
PHB Networking,https://www.crunchbase.com/organization/phb-networking,,"Cloud Computing, Information Technology, Security",https://phbnetworking.co.uk/,"Farnham, Surrey, United Kingdom","PHB Networking provides cloud migrations, data protection, and managed IT services.","2,060,661",,,,,,,,,,,,,,Active,2010-01-01,year,,1-10,,,,,,
ManagedServiceExpert,https://www.crunchbase.com/organization/managedserviceexpert,"Ian Charles is the director of ManagedServiceExpert, an IT managed services portal providing resources and an impartial view on a number of IT related services. ManagedServiceExpert help customers find the best fit vendor for their I.T business strategy. View feedback from real users detailing their experiences with the implementation, deployment and use of the actual products. You will find information categorised into sections on the following; cloud computing, cloud services and SaaS IT. Remote software,  security, Office 365, hosted Microsoft Exchange and email to  online backup, online storage and cloud backup. Read technical articles and white papers on the latest developments in technology across many I.T. specialities.","Cloud Computing, Cloud Data Services, IT Management, Web Hosting",http://www.managedserviceexpert.com,"Oxford, Oxfordshire, United Kingdom",IT Cloud Portal,"2,066,510",,,,,,,,,,,,,,Closed,2011-06-10,day,,1-10,,,,,,
ACE,https://www.crunchbase.com/organization/ace-5bf6,,"Accounting, Cloud Computing, Consulting, Financial Services",https://weareace.com,"Doetinchem, Gelderland, The Netherlands","ACE is a consultancy that provides accounting, cloud integration, and tax advice services.","2,068,660",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,1-10,,,,,,
Groupnic,https://www.crunchbase.com/organization/groupnic,,"Cloud Computing, Privacy",http://www.groupnic.com,"Bormujos, Andalucia, Spain",Groupnic is a provider of easiest way for sharing documents and communicating with private groups in the Cloud.,"2,068,999",,,,,,,,,,,,,European Union (EU),Active,2011-09-15,day,1,1-10,Tomás Muruaga Aparicio,,,,,
Midland Tech,https://www.crunchbase.com/organization/midland-tech,,"Cloud Computing, Hardware, IT Infrastructure",http://midlandtech.co.uk,"Bridgnorth, Shropshire, United Kingdom",Midland Tech is an innovative managed service provider company.,"2,073,233",,,,,,,,,,,,,,Active,2011-06-03,day,,1-10,,,,,,
Akshell,https://www.crunchbase.com/organization/akshell,Akshell is a platform for developing web applications in JavaScript and hosting them in the cloud. The whole development cycle can be performed inside a browser; no external tool is required. The service is free for free projects. Applications can share their code and interact with each other; so the environment is formed by the developer community. Each application has an access to a relational database and a file storage.,"Cloud Computing, Software",http://www.akshell.com,"Moscow, Moscow City, Russian Federation","Akshell is a organization that specializes in the development of software, such as JavaScript.","2,075,167",,,,,,,,,,,,,,Active,2010-04-01,day,1,1-10,Anton Korenyushkin,,,,,
iTundra,https://www.crunchbase.com/organization/itundra,,"Cloud Computing, Information Technology, Web Hosting",http://itundra.com,"Mataró, Catalonia, Spain",iTundra is a clouding company that offers web hosting services for email management or administration to reduce and optimize IT costs.,"2,075,950",,,,,,,,,,,,,European Union (EU),Active,2010-01-01,day,,11-50,,,,,,
Orchard,https://www.crunchbase.com/organization/orchard-2,"Orchard Labs provides users with hosted Docker in the cloud and Fig, an open source tool for container orchestration.","Cloud Computing, Developer Tools, Open Source",https://www.orchardup.com,"London, England, United Kingdom","Get a Docker host in the cloud, instantly.","2,075,543",,,,,,,,,,,,,,Closed,2013-08-01,day,2,,"Aanand Prasad, Ben Firshman",,,,,
BlackBox-BI,https://www.crunchbase.com/organization/blackbox-bi,"The BlackBox-BI mission statement is; to provide easy to use affordable Business Intelligence for companies of all sizes. Easier said than done of course and we are not the only ones that want to do this. So how are we going to bring Business Intelligence to the masses? By focusing on the 4 key factors that in our eyes enable successful BI for companies. Affordability When the Business Intelligence solution is affordable it can be used by more members of your company thus giving more people access to critical information and allowing them to take better decisions. A lower cost of ownership further allows you to develop a more advanced business intelligence solution. When launching a BI project companies often spend a considerable chunk of their budget on configuring servers and software. This can easily take up to a few weeks of development and tuning. All this money could have been better spent on building reports, dashboards and analytics models that will be of benefit to your users. Once a BI solution is up and running it will need to be maintained. This requires dedicated resources that often are not available. Ownership of BI solutions is a major problem for a lot of companies. Usually it is the role of the IT department because it touches a lot of technical subjects but functionally it is usually a bit of a grey area. We have taken care of the technical part of the solution and if you want we can do the functional side as well. Ease of use We believe Business Intelligence needs to be accessible to members in all levels of your organization. Decisions are made every day by executives as well as production staff. By using our easy to use platform these decisions will be founded on solid information instead of hunches and assumptions. Performance Time is money, the old adagium is more valid than ever. That is why we believe a Business Intelligence platform needs to give answers to business questions quickly. We achieve exceptional performance by using hardware that is especially selected for the task at hand and software that has been designed from the ground up for analytical and reporting workloads. Scalability Every business wants to grow and we believe your BI platform needs to be able easily to grow with you. BI becomes a limiting factor. With BlackBox-BI we grow along with you. You can start out small with only a handful of users and gradually add users, data and functionality. This is hard to do with traditional BI solutions as they usually get dimensioned for a certain number of users and will need to be upgraded as the number of users grows. BlackBox-BI aims would like to do things different, easier faster and cheaper.  OK enough with the marketing talk. We will use these pages to explain ho we think BI can be beneficial to your company and how BlackBox-BI will help you become better decision makers. Please feel free to browse around our site and do drop us a line if you have any questions regarding our products and services.","Analytics, Business Intelligence, Cloud Computing, Software",http://www.blackbox-bi.com,"Paris, Ile-de-France, France",Cloud Business Intelligence,"2,084,416",,,,,,,,,,,,,European Union (EU),Closed,2010-07-01,day,,1-10,,,,,,
Picardie Informatique,https://www.crunchbase.com/organization/picardie-informatique,,"Cloud Computing, Outsourcing, Web Development",http://picardie-informatique.fr,"Amiens, Picardie, France","Picardie Informatique specializes in web development, outsourcing, and cloud computing services.","2,088,871",,,,,,,,,,,,,European Union (EU),Active,2013-09-30,day,,1-10,,,,,,
ivoke GmbH,https://www.crunchbase.com/organization/ivoke-gmbh,ivoke GmbH is design and develop modern software in the cloud.,"Cloud Computing, Software",http://www.ivoke.de/,"Rosenheim, Bayern, Germany",ivoke GmbH is design and develop modern software in the cloud.,"2,091,321",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,,,,,,,
Workablecom,https://www.crunchbase.com/organization/workablecom,Workablecom creates and manages innovative and complex information and communication technology and facility management solutions.,"Cloud Computing, Facility Management, Information and Communications Technology (ICT)",https://www.workablecom.ch ,"Chiasso, Ticino, Switzerland","Workablecom offers civil and industrial electrical systems, video surveillance, IT security, consulting, and assessment services.","2,093,845",,,,,,,,,,,,,,Active,2010-01-01,year,,1-10,,,,,,
iWebReader,https://www.crunchbase.com/organization/ivona-webreader,"iWebReader is a high-technology service based on multiple-award-winning IVONA text-to-speech technology. It was launched by Lukasz Osowski in 2010. iWebReader is based in Gdynia, Pomorskie.","Audio, Cloud Computing, Software",http://iwebreader.com,"Gdynia, Pomorskie, Poland",iWebReader is a high-tech service based on multiple-award-winning IVONA Text-To-Speech technology.,"2,093,016",,,,,,,,,,,,,European Union (EU),Closed,2010-05-11,day,1,,Łukasz Osowski,,,,,
