Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Manticor Trading,https://www.crunchbase.com/organization/manticor-trading-corporation,Manticor is the next generation option exchange for digital assets. We believe in the future of assets digitalization and derivative trading. The platform focuses on option products and will facilitate professional traders to play complex strategies. Manticor will provide features that institutional investors truly desire with deep liquidity provided by top tier market makers as well as other participants.,"Bitcoin, Blockchain, Cloud Infrastructure, Cloud Security, Finance, Financial Exchanges, Financial Services, FinTech, Information Technology, Software",https://manticor.io/,"New York, New York, United States",Next Generation Option Exchange for Digital Assets,"948,770",,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US",Active,2018-01-01,day,,1-10,,,,,,
PioneerTech,https://www.crunchbase.com/organization/pioneertech,,"Cloud Infrastructure, Cyber Security, Professional Services",https://pioneertech.com/,"Fairfax, Virginia, United States","PioneerTech specializes in cybersecurity, cloud technology, DevOps, application rationalization, enterprise GIS, operation, and maintenance.","948,334",,,,,,,,,,,,,"Washington DC Metro Area, East Coast, Southern US",Active,1998-01-01,year,,11-50,,,,239925,USD,239925
Prospero America,https://www.crunchbase.com/organization/prospero-america,,"Ad Targeting, Advertising, Cloud Infrastructure, CRM, Loyalty Programs, Retail",https://www.prosperoamerica.com/,"Ardmore, Pennsylvania, United States","Prospero America specializes in customer acquisition and retention for targeted commercial campaigns, loyalty points, and rewards.","958,521",,,,,,,,,,,,,"Greater Philadelphia Area, Great Lakes, Northeastern US",Active,2011-01-01,year,,11-50,,,,,,
OpsZero,https://www.crunchbase.com/organization/opszero,,"Cloud Infrastructure, Enterprise Software, Network Security, Software",https://opszero.com,"Santa Rosa, California, United States","opsZero provides software solutions, developer tools, cloud infrastructure, security and compliance services for startups.","964,855",,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US",Active,2016-01-01,year,,1-10,,,,,,
KANO & Associates,https://www.crunchbase.com/organization/kano-associates,,"Artificial Intelligence, Cloud Infrastructure, Information Technology, Security",https://www.kanoassoc.com/,"Sunbury, Ohio, United States","KANO & Associates is an IT firm that provides network, security, cloud solutions, artificial intelligence and consulting for organizations.","967,060",,,,,,,,,,,,,"Great Lakes, Midwestern US",Active,2016-01-01,year,,1-10,,,,,,
Metrita,https://www.crunchbase.com/organization/metrita,,"Cloud Infrastructure, Consulting, Web Development, Web Hosting",http://www.metrita.com,"Frisco, Texas, United States","Metrita is an IT company that provides web development, social networking framework, web hosting, and cloud solutions.","976,495",,,,,,,,,,,,,"Dallas/Fort Worth Metroplex, Southern US",Active,2004-01-01,year,,,,,,,,
Turing Group,https://www.crunchbase.com/organization/turing-group,"Turing Group, and audited AWS MSP Consulting Partner, is a provider of cloud architecture and management services as well as custom, scalable software solutions.","Cloud Computing, Cloud Infrastructure, Cloud Management, IT Management, Software Engineering",http://turinggroup.com,"Chicago, Illinois, United States","Turing Group, and audited AWS MSP Consulting Partner, provides cloud-based management solutions as well as custom application development.","980,961",,,,,,,,,,,,,"Greater Chicago Area, Great Lakes, Midwestern US",Active,2013-04-15,day,2,11-50,"Brendan Caulfield, Eric Dynowski",,,,,
Galapagos,https://www.crunchbase.com/organization/galapagos-77e1,,"Cloud Infrastructure, Cyber Security, Data Integration, Information Technology",https://galapagosllc.com/,"Kihei, Hawaii, United States","Galapagos is an IT consulting company that provides cybersecurity, cloud infrastructure, information assurance, and assistance services.","981,241",,,,,,,,,,,,,"Asia-Pacific (APAC), Western US",Active,2017-01-01,year,,51-100,,,,,,
Canalini Consulting,https://www.crunchbase.com/organization/canalini-consulting,,"Business Development, Cloud Infrastructure, Cloud Management, Consulting, IT Infrastructure",https://canalini.com/,"Washington, District of Columbia, United States","Canalini Consulting is an IT consultancy that focuses on cloud services, identity, access management, and digital infrastructure.","983,734",,,,,,,,,,,,,"Washington DC Metro Area, Southern US",Active,2014-01-01,year,1,1-10,Michael Canalini,,,,,
Cynergy Telecom,https://www.crunchbase.com/organization/cynergy-telecom,,"Cloud Infrastructure, Internet, Telecommunications, Unified Communications",https://www.cynergytelecom.com,"Kennesaw, Georgia, United States","Cynergy Telecom is a telecommunication firm that specializes in UCaaS, CCaaS, POTS replacement strategies & cloud infrastructures services.","986,277",,,,,,,,,,,,,"Greater Atlanta Area, East Coast, Southern US",Active,1996-01-01,year,,11-50,,,,,,
World Communications,https://www.crunchbase.com/organization/world-communications-384e,"World Communications is a telecommunications company that offers local phone service, SIP, long-distance service, conferencing, collaboration, and cloud PBX.","Cloud Infrastructure, Internet, Telecommunications",,"Seattle, Washington, United States","World Communications offers local phone service, SIP, long-distance service, conferencing, collaboration, and cloud PBX.","992,811",,,,,,,,,,,,,"Greater Seattle Area, West Coast, Western US",Closed,1995-01-01,year,,,,,,,,
Rezonate,https://www.crunchbase.com/organization/rezonate-aeba,"Rezonate provides security to cloud infrastructures.  The company was founded in 2022 and is based in Boston, Massachusetts.","Cloud Infrastructure, Cloud Security, Security, Software",https://rezonate.io,"Boston, Massachusetts, United States",Rezonate provides security to cloud infrastructures.,"994,364",,,,,,,,,,,,,"Greater Boston Area, East Coast, New England",Active,2022-01-01,year,,,,,,,,
CMB Networks,https://www.crunchbase.com/organization/cmb-networks,,"Business Intelligence, Cloud Infrastructure, Information Technology, Risk Management",http://cmbnetworks.net,"Arlington, Virginia, United States","CMB Networks specialize in application & system architecture, data security & security compliance, risk management, cloud infrastructure.","998,865",,,,,,,,,,,,,"Washington DC Metro Area, East Coast, Southern US",Active,,,,,,,,,,
Live Sqrd,https://www.crunchbase.com/organization/live-sqrd,Live Sqrd is a platform for developing and deploying microservices • Proud to be Techstars NYC '15,"Cloud Infrastructure, Developer Platform, Developer Tools, PaaS",,"New York, New York, United States",Live Sqrd is a platform for developing and deploying microservices Proud to be Techstars NYC '15,"1,003,854",,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US",Closed,2013-10-30,day,4,1-10,"Ali Al-Ebrahim, Antonio Pellegrino, Nathalie Zadoks, Vache Asatryan",,,,,
Dentisoft Technologies,https://www.crunchbase.com/organization/dentisoft-technologies,,"Cloud Infrastructure, Dental",http://www.dentisoft.com/,"Chevy Chase, Maryland, United States","Manage your dental practice with an affordable, easy-to-use cloud based software system!","1,005,670",,,,,,,,,,,,,"Washington DC Metro Area, East Coast, Southern US",Active,1995-01-01,year,,11-50,,,,,,
Snap CI,https://www.crunchbase.com/organization/snap-ci,"With Snap CI build, test, and deploy, faster continuous integration and deployment in the cloud. Their native deployment pipelines! Get fast feedback by breaking up tests into stages, test in multiple environments and be confident your release will be a success. Do it automatically without any manual intervention (unless you want it!)","Cloud Computing, Cloud Infrastructure",https://www.snap-ci.com,"San Francisco, California, United States","With Snap CI build, test, and deploy, faster continuous integration and deployment in the cloud.","1,007,982",,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US",Active,2013-01-01,day,,,,,,,,
Solidify Security,https://www.crunchbase.com/organization/solidify-security,"Solidify Security is a SecaaS company. Our vision is to automate the modern security operations ecosystem from procurement through deployment and operations. Our Security Exchange and Automated Security Platform (ASP) dramatically expand SMB access to today’s most effective open source and proprietary IT Security applications and increases enterprise vendor access to previously untapped SMB purchasing demographics. By leveraging today’s best scaling and automation frameworks we enable businesses to dramatically reduce capital and expense costs while sustaining an effective and active security posture. Our platform enable SMBs to focus on their core business instead of the redundant tasks associated with security operations. Our ASP delivers a new baseline for what can be accomplished by a resource-constrained, or worse yet non-existent, IT Security department. With our platform, users can create an automated appliance tailored to their cloud or local computing environment. Customers use our Visibility dashboards to gain important insights and make timely security decisions. We want businesses and professionals to avoid becoming the low hanging fruit that’s easily compromised. We leverage today’s best web frameworks and distributed computing platforms to dramatically reinvent the current application deployment model. Our current testing builds complete multi-container applications stacks from install to full configuration in less than 3 minutes, with near instant scale up and redeployment after initial builds. We use tools like Django, Piston Openstack, Rabbitmq and Docker to create this powerful automation. From our cloud platform, customers can configure and orchestrate their appliances to run a variety of security tools including vulnerability assessment, penetration testing, configuration management, log correlation and event management; the basic components of at the modern IT security program. Security as a Service Security baseline and improved operational visibility through a unified security dashboard. Remove time consuming tasks and focus on the important alerts and events. New Technologies Built on Openstack, Docker, PistonCloud, Django, ELK for powerful automation and API orchestration. Vm hybrid cloud configuration allows for quick software automation and deployment.  Security and Privacy Advanced Hybrid Cloud platform creates secure per customer cloud dashboards and automates the deployment of pre-integrated bundles of open source security tools.","Cloud Infrastructure, Cloud Security, Cyber Security, Network Security, Software, Subscription Service",http://www.securitystacks.com,"San Francisco, California, United States",Automated Security / Security as a Service (SecaaS),"1,011,635",,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US",Closed,2014-04-26,day,2,1-10,"Lars Grorud, My-Kell Davis",,,,,
